Student_ID,Participating_Course_Grade,FINAL_SAT_total,StudySemester_cumGPA,StudySemester_plusone_cumGPA,StudySemester_plustwo_cumGPA,StudySemester_plusthree_cumGPA,StudySemester_plusfour_cumGPA,StudySemester_plusfive_cumGPA,Q1.1_Writing_Attitudes_Survey,Q1.2_Writing_Attitudes_Survey,Q1.3_Writing_Attitudes_Survey,Q1.4_Writing_Attitudes_Survey,Q1.5_Writing_Attitudes_Survey,Q1.6_Writing_Attitudes_Survey,Q1.7_Writing_Attitudes_Survey,Q1.8_Writing_Attitudes_Survey,Q1.9_Writing_Attitudes_Survey,Q1.10_Writing_Attitudes_Survey,Q1.11_Writing_Attitudes_Survey,Q2.1_Writing_Attitudes_Survey,Q2.2_Writing_Attitudes_Survey,Q2.3_Writing_Attitudes_Survey,Q2.4_Writing_Attitudes_Survey,Q2.5_Writing_Attitudes_Survey,Q2.6_Writing_Attitudes_Survey,Q2.7_Writing_Attitudes_Survey,Q2.8_Writing_Attitudes_Survey,Q2.9_Writing_Attitudes_Survey,Q2.10_Writing_Attitudes_Survey,Q2.11_Writing_Attitudes_Survey,Q2.12_Writing_Attitudes_Survey,Q2.13_Writing_Attitudes_Survey,Q2.14_Writing_Attitudes_Survey,Q2.15_Writing_Attitudes_Survey,Q2.16_Writing_Attitudes_Survey,Q2.17_Writing_Attitudes_Survey,Q2.18_Writing_Attitudes_Survey,Q2.19_Writing_Attitudes_Survey,Q2.20_Writing_Attitudes_Survey,Q2.21_Writing_Attitudes_Survey,Q2.22_Writing_Attitudes_Survey,Q3.1_Writing_Attitudes_Survey,Q3.2_Writing_Attitudes_Survey,Q3.3_Writing_Attitudes_Survey,Q3.4_Writing_Attitudes_Survey,Q3.5_Writing_Attitudes_Survey,Q3.6_Writing_Attitudes_Survey,Q3.7_Writing_Attitudes_Survey,Q3.8_Writing_Attitudes_Survey,Q3.9_Writing_Attitudes_Survey,Q3.10_Writing_Attitudes_Survey,Q3.11_Writing_Attitudes_Survey,Q3.12_Writing_Attitudes_Survey,Q4.1_Writing_Attitudes_Survey,Q4.2_Writing_Attitudes_Survey,Q4.3_Writing_Attitudes_Survey,Q4.4_Writing_Attitudes_Survey,Q4.5_Writing_Attitudes_Survey,Q5.2_recoded_Writing_Attitudes_Survey,rQ4.2_Writing_Attitudes_Survey,rQ4.5_Writing_Attitudes_Survey,Survey_conf,Survey_Blf_Cont,Survey_Blf_Conv,Survey_G_Master,Survey_G_Perform,Survey_G_Avoid,Survey_Affection
WF0236,3,970,3.75,3.5,3.5,3.5,3.63,3.589,Describes me very well,Describes me very well,Somewhat describes me,Somewhat describes me,4,Describes me very well,2,Somewhat describes me,Somewhat describes me,Somewhat describes me,4,70,70,Completely Sure,80,60,70,50/50 Chance,90,30,80,70,No Chance,70,90,90,20,50/50 Chance,10,30,30,10,30,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Agree,Strongly Agree,2,3,1,1200,27,14,14,20,11,13
WF0237,3,970,3.231,3.536,3.710999999,3.642999999,3.551,3.411999999,4,Describes me very well,Somewhat describes me,Describes me very well,Describes me very well,4,Somewhat describes me,4,2,Describes me very well,Describes me very well,70,70,50/50 Chance,90,60,40,80,80,70,80,90,70,60,80,90,Completely Sure,40,20,30,40,No Chance,20,Disagree,Neither agree nor disagree,Agree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,Strongly Agree,Disagree,Strongly Disagree,Neither agree nor disagree,Agree,Agree,Agree,Disagree,Neither agree nor disagree,Agree,Disagree,2,4,4,1330,22,11,17,23,9,19
WF0238,4,1010,3.813, , , , , ,4,Describes me very well,4,4,4,2,Somewhat describes me,Describes me very well,2,Describes me very well,Somewhat describes me,80,70,90,90,90,80,80,Completely Sure,80,90,90,60,80,Completely Sure,80,Completely Sure,90,Completely Sure,80,50/50 Chance,80,80,Agree,Agree,Neither agree nor disagree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,1,3,2,1840,25,12,14,21,8,15
WF0239,2,1050,2.18,2.44,2.81, ,2.81,2.81,4,Describes me very well,2,4,Somewhat describes me,2,Somewhat describes me,Somewhat describes me,2,4,Describes me very well,70,60,50/50 Chance,70,90,70,Completely Sure,80,70,50/50 Chance,90,30,50/50 Chance,60,70,80,70,70,90,80,70,50/50 Chance,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,1,3,3,1520,23,19,16,17,6,17
WF0240, ,1036.86,3.7,2.692307692, , ,2.692307692,2.692307692,Describes me very well,Somewhat describes me,Somewhat describes me,4,4,4,4,2,2,Somewhat describes me,Somewhat describes me,70,50/50 Chance,30,20,40,10,40,40,20,50/50 Chance,70,No Chance,40,10,30,50/50 Chance,40,60,50/50 Chance,60,50/50 Chance,30,Neither agree nor disagree,Agree,Agree,Agree,Disagree,Strongly Disagree,Agree,Disagree,Disagree,Agree,Strongly Disagree,Agree,Disagree,Agree,Neither agree nor disagree,Disagree,Agree,1,2,2,860,17,18,16,16,9,11
WF0241,4,1036.86,3.665,3.833,3.637,3.488999999, , ,Somewhat describes me,Somewhat describes me,Somewhat describes me,Somewhat describes me,4,4,4,Somewhat describes me,4,Describes me very well,Describes me very well,70,60,80,70,60,60,50/50 Chance,80,80,70,40,20,20,60,50/50 Chance,Completely Sure,70,40,50/50 Chance,20,30,30,Neither agree nor disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Neither agree nor disagree,Strongly Disagree,Strongly Disagree,Disagree,Neither agree nor disagree,Agree,Disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree,1,3,2,1210,19,10,15,19,11,12
WF0242,1,860,1.5,1.857,1.778,1.635999999, , ,Describes me very well,4,Describes me very well,Describes me very well,4,Describes me very well,Describes me very well,Describes me very well,Does not describe me at all,Somewhat describes me,Describes me very well,80,80,80,80,80,80,80,80,80,70,80,80,80,80,80,80,80,80,80,80,80,80,Strongly Agree,Strongly Agree,Agree,Disagree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,1,2,2,1750,29,21,20,21,11,19
WF0243,2,900,2.5,2.556,2.86,3.052,3.237,3.363, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
WF0244,1,890,1.25,2.09,2.09,2.12,2.33,2.44,4,2,2,4,Somewhat describes me,2,Does not describe me at all,Somewhat describes me,2,4,4,60,50/50 Chance,60,60,70,90,70,70,70,70,60,90,30,40,50/50 Chance,60,20,50/50 Chance,50/50 Chance,20,40,30,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,1,3,3,1210,25,18,13,14,6,15
WF0245,3.7,1240,3.671,3.658, ,3.652, , ,4,4,Somewhat describes me,Describes me very well,Somewhat describes me,Somewhat describes me,Somewhat describes me,Somewhat describes me,Somewhat describes me,4,2,60,40,60,50/50 Chance,80,70,60,50/50 Chance,60,70,70,80,80,50/50 Chance,50/50 Chance,60,50/50 Chance,50/50 Chance,60,70,70,60,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,1,2,3,1350,21,19,14,17,9,16
WF0246,4,1036.86,4,4,4,4,4,4,Somewhat describes me,Describes me very well,4,Somewhat describes me,Somewhat describes me,Somewhat describes me,2,2,4,Somewhat describes me,Somewhat describes me,80,50/50 Chance,80,40,50/50 Chance,50/50 Chance,80,80,60,60,80,80,80,50/50 Chance,70,50/50 Chance,70,70,60,90,70,80,Neither agree nor disagree,Neither agree nor disagree,Disagree,Strongly Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Disagree,Disagree,Strongly Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,1,2,2,1480,19,20,11,16,11,10
WF0247,0,1036.86,0.333,1.714,1.941,2.362, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
WF0248,3,760,3.4,2.89,2.89,2,2.17,2.418, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
WF0249,0,1020,2.25,1.667, , , , ,Somewhat describes me,Describes me very well,Somewhat describes me,4,Does not describe me at all,Does not describe me at all,4,2,Does not describe me at all,4,4,90,90,80,80,80,90,Completely Sure,90,80,80,Completely Sure,80,90,90,90,Completely Sure,80,60,80,80,80,80,Agree,Strongly Agree,Neither agree nor disagree,Strongly Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Disagree,Neither agree nor disagree,Agree,Disagree,1,4,4,1870,21,14,15,13,5,19
WF0250,3,1010,3.625,3.40625,3.40625,3.40625, , ,Somewhat describes me,4,4,Describes me very well,Describes me very well,Describes me very well,2,2,4,2,Somewhat describes me,40,30,50/50 Chance,30,60,50/50 Chance,90,60,40,30,Completely Sure,70,40,50/50 Chance,80,40,40,60,40,70,40,70,Neither agree nor disagree,Agree,Agree,Strongly Disagree,Neither agree nor disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Neither agree nor disagree,Disagree,Strongly Agree,1,1,1,1180,24,12,13,18,13,8
WF0251,4,1036.86,4,4,4,3.85,3.8,3.842,Describes me very well,Somewhat describes me,2,Describes me very well,Somewhat describes me,2,Describes me very well,Does not describe me at all,2,2,Describes me very well,90,80,Completely Sure,70,60,70,80,90,80,Completely Sure,90,70,40,70,60,Completely Sure,80,80,80,Completely Sure,70,70,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Disagree,1,5,4,1730,25,19,20,11,6,22
WF0252,4,1310,4,4,4,4,4,4,Does not describe me at all,Describes me very well,Somewhat describes me,4,Describes me very well,Describes me very well,2,Describes me very well,4,Describes me very well,Does not describe me at all,90,70,70,40,90,80,90,90,50/50 Chance,50/50 Chance,70,30,50/50 Chance,70,70,80,80,50/50 Chance,40,90,60,60,Disagree,Disagree,Neither agree nor disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Agree,Disagree,Strongly Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Disagree,Strongly Agree,1,2,1,1470,20,15,8,25,12,11
WF0253,3,1110,3.375,3.375, , , , ,Describes me very well,4,Somewhat describes me,4,Does not describe me at all,Describes me very well,4,Does not describe me at all,Describes me very well,4,4,80,60,70,50/50 Chance,90,60,80,70,90,Completely Sure,80,70,50/50 Chance,50/50 Chance,60,90,60,80,70,80,70,70,Neither agree nor disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Disagree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,1,3,3,1580,26,13,17,15,13,15
WF0254,4,1310,3.47,3.5,3.49,3.53,3.53,3.53,Describes me very well,4,Does not describe me at all,Describes me very well,4,4,4,Somewhat describes me,Does not describe me at all,Describes me very well,Describes me very well,Completely Sure,Completely Sure,90,90,80,90,Completely Sure,90,Completely Sure,40,90,20,80,90,Completely Sure,70,Completely Sure,90,90,Completely Sure,80,80,Strongly Agree,Agree,Agree,Disagree,Disagree,Agree,Strongly Agree,Disagree,Disagree,Agree,Agree,Neither agree nor disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,1,5,5,1870,25,16,19,20,6,25
WF0255,3,1036.86,3.25,3.33,3.33,3.23,3.18,3.197,4,4,2,Somewhat describes me,2,2,Somewhat describes me,2,Does not describe me at all,2,2,50/50 Chance,80,50/50 Chance,40,50/50 Chance,30,70,50/50 Chance,50/50 Chance,30,80,50/50 Chance,30,40,60,90,40,90,40,90,30,70,Neither agree nor disagree,Agree,Neither agree nor disagree,Disagree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,Neither agree nor disagree,Agree,Disagree,Agree,Disagree,Neither agree nor disagree,Agree,2,2,2,1210,18,17,12,12,5,11
WF0256,0,980,0,0,0.71, , ,0.71, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
WF0257,2,1036.86,3,2.96,2.96,2.52,2.62,2.65,Somewhat describes me,4,Somewhat describes me,Somewhat describes me,2,Describes me very well,Somewhat describes me,2,Describes me very well,Somewhat describes me,4,60,70,80,No Chance,No Chance,40,Completely Sure,Completely Sure,40,50/50 Chance,Completely Sure,70,40,60,Completely Sure,Completely Sure,30,20,60,Completely Sure,30,80,Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,1,1,1,1330,22,15,13,16,13,5
WF0258,4,1036.86,4,3.793, , , , ,4,Describes me very well,Somewhat describes me,Describes me very well,Does not describe me at all,Somewhat describes me,2,Does not describe me at all,Describes me very well,4,Describes me very well,50/50 Chance,20,80,90,40,70,50/50 Chance,70,20,90,60,70,90,70,50/50 Chance,90,50/50 Chance,80,80,70,10,10,Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly Agree,Disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Disagree,Agree,Agree,Agree,Neither agree nor disagree,2,2,3,1310,25,20,16,14,11,15
WF0259, ,1036.86, ,2.929,2.818,2.101999999, , ,Describes me very well,Describes me very well,Describes me very well,Describes me very well,Describes me very well,Describes me very well,Describes me very well,Describes me very well,Describes me very well,2,Describes me very well,Completely Sure,50/50 Chance,Completely Sure,Completely Sure,Completely Sure,Completely Sure,10,Completely Sure,Completely Sure,Completely Sure,30,Completely Sure,Completely Sure,Completely Sure,10,Completely Sure,Completely Sure,Completely Sure,Completely Sure,80,20,30,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,1,4,4,1730,27,11,20,22,15,18
WF0260,4,1080,4,4,4,3.36,2.89,3.111,Describes me very well,Describes me very well,Somewhat describes me,4,4,Describes me very well,Describes me very well,Somewhat describes me,2,Describes me very well,4,60,90,50/50 Chance,40,Completely Sure,80,90,80,70,80,60,10,10,60,60,Completely Sure,50/50 Chance,60,70,Completely Sure,50/50 Chance,40,Neither agree nor disagree,Agree,Agree,Disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,Agree,2,3,2,1410,24,19,18,22,10,12
WF0261,3,1020,3.75, , , , , ,Describes me very well,Does not describe me at all,Does not describe me at all,Describes me very well,Describes me very well,Does not describe me at all,2,Does not describe me at all,Somewhat describes me,4,Describes me very well,90,Completely Sure,Completely Sure,80,Completely Sure,Completely Sure,Completely Sure,Completely Sure,40,90,Completely Sure,90,70,Completely Sure,Completely Sure,Completely Sure,90,90,Completely Sure,Completely Sure,90,20,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,1,5,5,1950,29,15,17,12,5,25
WF0262,3,1290,3.4,3.155172414,3.297297297,3.220930232,3.111111111,3.137254902,4,Somewhat describes me,Does not describe me at all,4,2,2,Somewhat describes me,2,2,2,4,80,80,70,80,90,60,70,80,70,80,60,50/50 Chance,80,80,60,60,80,70,80,80,60,80,Agree,Disagree,Agree,Strongly Disagree,Disagree,Agree,Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Strongly Disagree,1,5,5,1600,24,14,15,11,5,23
WF0263,4,1020,2.85,3.43,3.43,2.73,2.62,2.753,Somewhat describes me,Somewhat describes me,4,4,2,Somewhat describes me,Somewhat describes me,Somewhat describes me,Somewhat describes me,2,2,50/50 Chance,30,60,40,70,50/50 Chance,60,60,60,50/50 Chance,70,40,40,40,50/50 Chance,40,40,70,50/50 Chance,20,30,40,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Strongly Disagree,Disagree,Neither agree nor disagree,Agree,Strongly Disagree,Disagree,Disagree,Agree,Neither agree nor disagree,Agree,Agree,Disagree,Disagree,Neither agree nor disagree,2,2,3,1060,20,13,12,13,10,13
WF0264,4,1240,3.719101124,3.722772277,3.73275862,3.73275862, , ,Describes me very well,Does not describe me at all,Does not describe me at all,Describes me very well,Describes me very well,Describes me very well,Describes me very well,Describes me very well,Does not describe me at all,Describes me very well,Describes me very well,90,80,80,90,90,90,80,90,90,90,80,50/50 Chance,90,90,90,90,90,90,90,80,90,90,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,1,5,5,1890,30,18,20,21,7,25
WF0265,2,1036.86,2.2,2.333333333,2.475,2.480769231,2.360655738,2.630136986, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
WF0266,4,1036.86,3.82,3.78,3.81,3.85,3.87,3.88,Describes me very well,Does not describe me at all,2,Describes me very well,Does not describe me at all,Does not describe me at all,Describes me very well,2,2,4,Describes me very well,Completely Sure,90,Completely Sure,Completely Sure,Completely Sure,Completely Sure,Completely Sure,Completely Sure,Completely Sure,Completely Sure,Completely Sure,70,90,Completely Sure,Completely Sure,Completely Sure,Completely Sure,Completely Sure,Completely Sure,Completely Sure,90,90,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,1,4,5,2130,30,10,20,9,5,23
WF0267,4,1230,2.933333333,2.965517241,3.1,3.158536584,3.265957446,3.349056603,4,4,Somewhat describes me,4,Somewhat describes me,4,4,4,Somewhat describes me,Describes me very well,4,90,80,60,70,Completely Sure,90,90,Completely Sure,90,80,90,60,80,80,90,60,80,70,80,90,80,80,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly Agree,Agree,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,1,4,3,1790,25,16,16,20,10,18
WF0268,3.3,1350,3.778,3.473, ,3.504,3.53,3.53,4,Describes me very well,Does not describe me at all,4,2,Somewhat describes me,Somewhat describes me,Does not describe me at all,Does not describe me at all,Somewhat describes me,4,70,60,10,60,70,30,90,60,30,20,Completely Sure,30,80,90,Completely Sure,80,60,80,50/50 Chance,30,40,60,Neither agree nor disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Strongly Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly Disagree,Agree,Agree,Disagree,1,5,4,1300,19,13,15,14,5,21
WF0269,3,1036.86,2.9,2.72,2.72,3.22,2.75,2.714,Describes me very well,Does not describe me at all,Does not describe me at all,4,Somewhat describes me,4,Somewhat describes me,Somewhat describes me,2,Somewhat describes me,4,Completely Sure,70,90,70,Completely Sure,80,80,90,80,90,90,80,90,Completely Sure,90,Completely Sure,90,90,Completely Sure,80,70,90,Agree,Neither agree nor disagree,Agree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Disagree,2,5,4,1920,24,14,16,14,7,22
WF0270, ,950,1.2,1.059,1.552, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
WF0271,3,1080,1.928571429,2.62962963,2.924999999,3.12244898,3.063492063,3.205128205,Somewhat describes me,4,4,4,Somewhat describes me,Somewhat describes me,2,2,4,4,2,50/50 Chance,40,80,40,40,30,50/50 Chance,60,30,40,60,20,40,70,40,50/50 Chance,40,50/50 Chance,60,30,40,30,Disagree,Agree,Neither agree nor disagree,Strongly Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Agree,Strongly Agree,Agree,Neither agree nor disagree,Disagree,Agree,Disagree,Disagree,Agree,1,2,2,990,19,19,11,16,11,10
WF0272,1,810,2.5,1.571,1.607,1.675999999,1.784, ,4,Does not describe me at all,Does not describe me at all,4,Does not describe me at all,Somewhat describes me,4,Somewhat describes me,Does not describe me at all,4,4,80,80,80,80,80,60,Completely Sure,80,70,60,70,50/50 Chance,90,90,80,70,80,80,80,80,70,70,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,1,3,4,1680,24,11,16,12,5,16
WF0273,4,1230,3.93,3.74,3.78,3.71,3.73,3.75,Describes me very well,Describes me very well,Somewhat describes me,4,Describes me very well,Describes me very well,4,2,2,Describes me very well,Describes me very well,50/50 Chance,90,90,Completely Sure,70,30,90,30,Completely Sure,No Chance,80,50/50 Chance,70,70,50/50 Chance,Completely Sure,90,Completely Sure,50/50 Chance,70,90,40,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Neither agree nor disagree,Agree,Disagree,Agree,Strongly Disagree,Neither agree nor disagree,Neither agree nor disagree,1,2,3,1510,27,13,18,22,10,11
